track_name~artist_name~track_genre
Die With A Smile~Lady Gaga, Bruno Mars~['Pop-Rock']
APT.~ROSÉ, Bruno Mars~['Pop-Rock']
BIRDS OF A FEATHER~Billie Eilish~['Pop-Rock']
Who~Jimin~['Pop-Rock']
Tu Boda~Oscar Maydon, Fuerza Regida~['Pop-Rock']
That’s So True~Gracie Abrams~['Pop-Rock']
Taste~Sabrina Carpenter~['Pop-Rock']
Sailor Song~Gigi Perez~['Pop-Rock']
Espresso~Sabrina Carpenter~['Pop-Rock']
Good Luck, Babe!~Chappell Roan~['Pop-Rock']
WILDFLOWER~Billie Eilish~['Pop-Rock']
St. Chroma (feat. Daniel Caesar)~Tyler, The Creator, Daniel Caesar~['Pop-Rock']
São Paulo (feat. Anitta)~The Weeknd, Anitta~['Pop-Rock']
Timeless (with Playboi Carti)~The Weeknd, Playboi Carti~['Pop-Rock']
Si Antes Te Hubiera Conocido~KAROL G~['Pop-Rock']
Beautiful Things~Benson Boone~['Pop-Rock']
Please Please Please~Sabrina Carpenter~['Pop-Rock']
The Night We Met~Lord Huron~['Pop-Rock']
Night Changes~One Direction~['Pop-Rock']
Sweater Weather~The Neighbourhood~['Pop-Rock']
See You Again (feat. Kali Uchis)~Tyler, The Creator, Kali Uchis~['Pop-Rock']
I Love You, I'm Sorry~Gracie Abrams~['Pop-Rock']
Lose Control~Teddy Swims~['Pop-Rock']
Locked out of Heaven~Bruno Mars~['Pop-Rock']
Moonlit Floor (Kiss Me)~LISA~['Pop-Rock']
Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)~Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne~['Pop-Rock']
Bed Chem~Sabrina Carpenter~['Pop-Rock']
I Wanna Be Yours~Arctic Monkeys~['Pop-Rock']
EL LOKERON~Tito Double P~['Pop-Rock']
Darling, I (feat. Teezo Touchdown)~Tyler, The Creator, Teezo Touchdown~['Pop-Rock']
Yellow~Coldplay~['Pop-Rock']
Mantra~JENNIE~['Pop-Rock']
DOS DÍAS~Tito Double P, Peso Pluma~['Pop-Rock']
One Of The Girls (with JENNIE, Lily Rose Depp)~The Weeknd, JENNIE, Lily-Rose Depp~['Pop-Rock']
Just the Way You Are~Bruno Mars~['Pop-Rock']
The Emptiness Machine~Linkin Park~['Pop-Rock']
That's What I Like~Bruno Mars~['Pop-Rock']
Like Him (feat. Lola Young)~Tyler, The Creator, Lola Young~['Pop-Rock']
Too Sweet~Hozier~['Pop-Rock']
A Bar Song (Tipsy)~Shaboozey~['Pop-Rock']
Rah Tah Tah~Tyler, The Creator~['Pop-Rock']
End of Beginning~Djo~['Pop-Rock']
Q U E V A S H A C E R H O Y ?~Omar Courtz, De La Rose~['Pop-Rock']
FE!N (feat. Playboi Carti)~Travis Scott, Playboi Carti~['Pop-Rock']
DEGENERE 👑 (feat. benny blanco)~Myke Towers, benny blanco~['Pop-Rock']
NIGHTS LIKE THIS~The Kid LAROI~['Pop-Rock']
Riptide~Vance Joy~['Pop-Rock']
Barbie~MC Tuto, DJ Glenner~['Pop-Rock']
Presidente~Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega~['Pop-Rock']
we can't be friends (wait for your love)~Ariana Grande~['Pop-Rock']
That’s So True~Gracie Abrams~['Pop-Rock']
St. Chroma (feat. Daniel Caesar)~Tyler, The Creator, Daniel Caesar~['Pop-Rock']
Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)~Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne~['Pop-Rock']
Die With A Smile~Lady Gaga, Bruno Mars~['Pop-Rock']
Sailor Song~Gigi Perez~['Pop-Rock']
Darling, I (feat. Teezo Touchdown)~Tyler, The Creator, Teezo Touchdown~['Pop-Rock']
BIRDS OF A FEATHER~Billie Eilish~['Pop-Rock']
APT.~ROSÉ, Bruno Mars~['Pop-Rock']
Taste~Sabrina Carpenter~['Pop-Rock']
Like Him (feat. Lola Young)~Tyler, The Creator, Lola Young~['Pop-Rock']
Rah Tah Tah~Tyler, The Creator~['Pop-Rock']
Good Luck, Babe!~Chappell Roan~['Pop-Rock']
Who~Jimin~['Pop-Rock']
Timeless (with Playboi Carti)~The Weeknd, Playboi Carti~['Pop-Rock']
See You Again (feat. Kali Uchis)~Tyler, The Creator, Kali Uchis~['Pop-Rock']
Thought I Was Dead (feat. ScHoolboy Q & Santigold)~Tyler, The Creator, ScHoolboy Q, Santigold~['Pop-Rock']
Noid~Tyler, The Creator~['Pop-Rock']
WILDFLOWER~Billie Eilish~['Pop-Rock']
I Love You, I'm Sorry~Gracie Abrams~['Pop-Rock']
Espresso~Sabrina Carpenter~['Pop-Rock']
Tu Boda~Oscar Maydon, Fuerza Regida~['Pop-Rock']
Love Somebody~Morgan Wallen~['Pop-Rock']
I Had Some Help (Feat. Morgan Wallen)~Post Malone, Morgan Wallen~['Pop-Rock']
