playlist_id~playlist_name~country~playlist_followers_total~track_id~album_id~artist_id
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~5vNRhkKd0yEAg8suGBpjeY~2IYQwwgxgOIn7t3iF6ufFD~3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~2plbrEY59IikOBgBGLjaoe~10FLjwfpbxLmW8c25Xyc2N~1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~2CGNAOSuO1MEFCbBRgUzjd~1Ss0ArMRr91m83mOgRBjSZ~2YZyLoL8N0Wb9xBt1NhZWg, 7tYKF4w9nC0nq9CsPZTHyP
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~0nj9Bq5sHDiTxSHunhgkFb~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~6dOtVTDdiauQNBQEDOtlAB~7aJuG4TFXa2hmE4z1yxc3n~6qqNVTkY8uBg9cP3Jd7DAH
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~0aB0v4027ukVziUGwVGYpG~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg, 1jiZvw42D4oquLl24x2VWV
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~7ne4VBA60CxGM75vw0EYad~0hBRqPYPXhr1RkTDG3n4Mk~4tuJ0bMpJh08umKkEXKUI5
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~7tI8dRuH2Yc6RuoTjxo4dU~15XcLhiVMlSOipUddTNDnr~1oSPZhvZMIrWW5I41kPkkY
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~5gOfC9UzZQzTyShqPMrpjT~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~0bYg9bo50gSsH3LtXe2SQn~61ulfFSmmxMhc2wCdmdMkN~4iHNK0tOyZPYnBU7nGAgpQ
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~2262bWmqomIaJXwCRHr13j~68CN2LzY8MoxO2udy2C22e~1iCnM8foFssWlPRLfAbIwo
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~50zAEIE4B1QqhPjRMK2Xmh~3nRmQ70bczWCLWyj1aRbt6~5vV3bFXnN6D6N3Nj4xRvaV
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~06qMRF18gwbOYYbnP2du6i~2wyHNTisH8PtZG8OG58xr6~5lpH0xAS4fVfLkACg9DAuM
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~1cOboCuWYI2osTOfolMRS6~60cQzWfmdg4hyDXrpW6kOA~3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~5S8VwnB4sLi6W0lYTWYylu~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg, 4VHa48wXlsDA2vWfgIi7cX
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~0RgjEkSbeuStKfT2Pa4Zai~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~5ho7VSXSmI2KM2nDjcnLyz~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~3QaPy1KgI7nu9FJEQUgn6h~7aJuG4TFXa2hmE4z1yxc3n~6qqNVTkY8uBg9cP3Jd7DAH
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~2HRqTpkrJO5ggZyyK6NPWz~3iPSVi54hsacKKl1xIR2eH~74KM79TiuVKeVCqs8QtB0B
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~4K1Pg0FLno1ltzX3jeqT83~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg, 6cUpFVxDYWed9WxtC4QgC5, 7J5UWTbsUFjoSQZQCQCqbQ, 757aE44tKEUQEqRuT6GnEB
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~5G2f63n7IPVPPjfNIGih7Q~3iPSVi54hsacKKl1xIR2eH~74KM79TiuVKeVCqs8QtB0B
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~1SGvjfc85yzqKXsfKcCxn2~0hvT3yIEysuuvkK73vgdcW~2YZyLoL8N0Wb9xBt1NhZWg
37i9dQZEVXbMDoHDwVN2tF~Top 50 - Global~Global~17118397~1Es7AUAhQvapIcoh3qMKDL~2IRxVVqbSbqHJo8Zx50LYn~1Xyo4u8uXC1ZmMpatF05PJ, 699OTQXzgjhIYAHMy9RyPD
