track_name~artist_name~track_genre
Die With A Smile~Lady Gaga, Bruno Mars~['Pop']
APT.~ROSÉ, Bruno Mars~['Pop']
BIRDS OF A FEATHER~Billie Eilish~['Rock', 'Electronic', 'Pop']
Who~Jimin~['Funk / Soul', 'Pop']
Tu Boda~Oscar Maydon, Fuerza Regida~[]
That’s So True~Gracie Abrams~[]
Taste~Sabrina Carpenter~['Folk, World, & Country', 'Electronic', 'Pop']
Espresso~Sabrina Carpenter~['Folk, World, & Country', 'Funk / Soul', 'Electronic', 'Pop']
Sailor Song~Gigi Perez~['Rock', 'Pop']
Good Luck, Babe!~Chappell Roan~[]
Si Antes Te Hubiera Conocido~KAROL G~['Latin']
WILDFLOWER~Billie Eilish~['Rock', 'Electronic', 'Pop']
Beautiful Things~Benson Boone~['Rock', 'Pop']
Timeless (with Playboi Carti)~The Weeknd, Playboi Carti~[]
Please Please Please~Sabrina Carpenter~['Folk, World, & Country', 'Electronic', 'Pop']
Lose Control~Teddy Swims~['Rock', 'Blues', 'Hip Hop', 'Funk / Soul', 'Pop']
That's What I Like~Bruno Mars~['Hip Hop', 'Funk / Soul', 'Electronic', 'Pop']
+57~KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd~['Latin']
EL LOKERON~Tito Double P~[]
St. Chroma (feat. Daniel Caesar)~Tyler, The Creator, Daniel Caesar~[]
Locked out of Heaven~Bruno Mars~['Electronic', 'Reggae', 'Rock', 'Funk / Soul', 'Pop']
Sweater Weather~The Neighbourhood~['Hip Hop', 'Rock', 'Pop']
I Love You, I'm Sorry~Gracie Abrams~['Folk, World, & Country', 'Pop']
DOS DÍAS~Tito Double P, Peso Pluma~[]
A Bar Song (Tipsy)~Shaboozey~['Hip Hop', 'Folk, World, & Country']
Moonlit Floor (Kiss Me)~LISA~[]
Yellow~Coldplay~['Rock', 'Pop']
I Wanna Be Yours~Arctic Monkeys~['Rock']
