artist_name~artist_genre
Maria Becerra~['Latin', 'Reggae', 'Electronic', 'Rock', 'Hip Hop', 'Pop', 'Blues']
TORRRES~[]
OSTY~['Non-Music', 'Pop', 'Electronic']
Myke Towers~['Latin', 'Funk / Soul', 'Electronic', 'Pop', 'Hip Hop']
Haricharan~[]
Michael Bublé~['Stage & Screen', 'Latin', 'Electronic', 'Jazz', 'Pop']
Jung Kook~[]
Wellboy~['Reggae', 'Funk / Soul', 'Electronic', 'Rock', 'Pop']
MC Tuto~[]
Oldilla~[]
BILLA JOE~[]
Andy Williams~['Folk, World, & Country', 'Stage & Screen', 'Rock', 'Jazz', 'Pop']
CountryBeat~[]
Latto~['Pop', 'Hip Hop', 'Folk, World, & Country', 'Funk / Soul']
Kendrick Lamar~['Jazz', 'Hip Hop', 'Funk / Soul']
Maiara & Maraisa~['Folk, World, & Country', 'Latin']
No Te Va Gustar~['Folk, World, & Country', 'Latin', 'Reggae', 'Funk / Soul', 'Rock', 'Pop']
KAROL G~['Latin', 'Reggae', 'Electronic', 'Pop', 'Hip Hop']
Beny Jr~['Hip Hop', 'Latin', 'Electronic']
YoungThreat~[]
Renzo ED~[]
Lola Young~['Pop', 'Hip Hop', 'Funk / Soul']
Aditya Rikhari~['Pop']
Lord Huron~['Rock', 'Pop', 'Folk, World, & Country']
MONATIK~[]
Okean Elzy~[]
LACAZETTE~[]
Bnxn~['Hip Hop', 'Folk, World, & Country', 'Funk / Soul']
Siddharth - Garima~['Pop', 'Folk, World, & Country', 'Stage & Screen']
Sorriso Maroto~['Pop', 'Latin', 'Folk, World, & Country', 'Electronic']
Anirudh Ravichander~['Folk, World, & Country', 'Pop', 'Stage & Screen']
Playboi Carti~['Stage & Screen', 'Funk / Soul', 'Electronic', 'Hip Hop', 'Pop']
Ayo Maff~[]
Niska~['Folk, World, & Country', 'Electronic', 'Rock', 'Jazz', 'Hip Hop', 'Pop', 'Classical']
BM~['Folk, World, & Country', 'Funk / Soul', 'Electronic', 'Jazz', 'Pop', 'Hip Hop', 'Rock', 'Classical']
Genezio~['Hip Hop', 'Electronic']
Mc Livinho~['Hip Hop', 'Latin', 'Electronic']
Blacko SA~[]
Thabza Tee~[]
MC Vine7~[]
mapt0v~[]
Master KG~['Pop', 'Hip Hop', 'Folk, World, & Country', 'Electronic']
Simran Choudhary~[]
Felo Le Tee~[]
Anuv Jain~['Pop']
ROSÉ~['Funk / Soul', 'Electronic', 'Rock', 'Pop', 'Classical']
Pitbull~['Latin', 'Electronic', 'Rock', 'Hip Hop', 'Pop']
LEBIGA~[]
Omar Varela~['Electronic']
Madhubanti Bagchi~[]
Msongi~[]
The Exclusive SA~[]
Mellow & Sleazy~[]
Anitta~['Latin', 'Reggae', 'Funk / Soul', 'Electronic', 'Rock', 'Hip Hop', 'Pop']
Sech~['Folk, World, & Country', 'Latin', 'Reggae', 'Electronic', 'Pop', 'Hip Hop']
Chayanne~['Rock', 'Pop', 'Latin', 'Electronic']
Jimin~['Funk / Soul', 'Electronic', 'Classical', 'Pop', 'Hip Hop', 'Brass & Military']
One Direction~['Rock', 'Pop', 'Non-Music', 'Electronic']
M-Touch~['Funk / Soul']
Summer Cem~['Hip Hop']
Arctic Monkeys~['Funk / Soul', 'Electronic', 'Jazz', 'Rock', 'Pop', 'Hip Hop']
Ninho~['Folk, World, & Country', 'Latin', 'Funk / Soul', 'Electronic', 'Rock', 'Hip Hop', 'Pop', 'Classical', 'Brass & Military']
Elton John~['Stage & Screen', 'Funk / Soul', 'Electronic', 'Rock', 'Pop', 'Blues', 'Non-Music']
Famous Pluto~[]
Djy Biza~[]
MixSingh~['Stage & Screen']
Tiwa Savage~['Folk, World, & Country', 'Latin', 'Reggae', 'Funk / Soul', 'Electronic', 'Rock', 'Pop', 'Hip Hop', 'Blues']
SJE Konka~[]
Caeser~['Folk, World, & Country', 'Reggae', 'Electronic', 'Rock', 'Classical', 'Non-Music']
HAON~['Hip Hop']
Karthik Netha~[]
Natanzinho Lima~[]
Dhanda Nyoliwala~[]
Valentino Merlo~[]
Davido~['Folk, World, & Country', 'Reggae', 'Funk / Soul', 'Electronic', 'Rock', 'Pop', 'Hip Hop']
Javed Bashir~['Pop', 'Folk, World, & Country']
Gloria Groove~['Latin', 'Funk / Soul', 'Electronic', 'Rock', 'Hip Hop', 'Pop']
MaWhoo~[]
Jasleen Royal~['Folk, World, & Country', 'Pop', 'Stage & Screen']
DJ JB Mix~[]
Fireboy DML~['Hip Hop', 'Pop', 'Folk, World, & Country', 'Electronic']
Ken Darby Singers~['Stage & Screen', 'Folk, World, & Country', 'Jazz', 'Pop', 'Classical']
BelloM~['Classical', 'Stage & Screen']
Denden~[]
Manuel Turizo~['Pop', 'Latin', 'Electronic']
Bontle Smith~[]
BoyPee~[]
J Balvin~['Latin', 'Reggae', 'Electronic', 'Pop', 'Hip Hop']
ATL Jacob~['Hip Hop']
Mc Lele JP~[]
d4vd~['Stage & Screen', 'Funk / Soul', 'Electronic', 'Rock', 'Pop', 'Hip Hop']
JENNIE~['Folk, World, & Country', 'Stage & Screen', 'Funk / Soul', 'Electronic', 'Jazz', 'Hip Hop', 'Pop', 'Classical', 'Rock']
The Marías~['Funk / Soul', 'Electronic', 'Jazz', 'Rock', 'Pop']
Chris Rea~['Stage & Screen', 'Electronic', 'Jazz', 'Rock', 'Pop', 'Classical', 'Blues']
Hernan y La Champion's Liga~['Pop', 'Latin']
Tyler, The Creator~['Hip Hop', 'Pop', 'Funk / Soul']
Khushi TDT~[]
Kvng Vinci~[]
The Ronettes~['Rock', 'Pop', 'Stage & Screen', 'Funk / Soul']
BABYMONSTER~['Hip Hop', 'Pop', 'Funk / Soul']
Luan Santana~['Folk, World, & Country', 'Pop', 'Latin']
JC Reyes~['Pop', 'Latin']
Woodkid~['Stage & Screen', 'Electronic', 'Rock', 'Pop', 'Classical', 'Hip Hop']
СТРУКТУРА ЩАСТЯ~['Rock', 'Pop', 'Hip Hop', 'Electronic']
Геля Зозуля~[]
Malachiii~['Electronic']
Yseult~['Stage & Screen', 'Electronic', 'Rock', 'Pop', 'Hip Hop', 'Non-Music']
Tman Xpress~[]
Tiakola~['Hip Hop', 'Pop']
Sebastian Yatra~['Rock', 'Pop', 'Latin', 'Electronic']
Ndotz~[]
Parampara Tandon~['Folk, World, & Country', 'Pop', 'Stage & Screen']
Gusttavo Lima~['Folk, World, & Country', 'Latin', 'Electronic', 'Rock', 'Pop']
Sameer Anjaan~['Folk, World, & Country', 'Stage & Screen', 'Funk / Soul', 'Electronic', 'Rock', 'Pop']
Arijit Singh~['Pop', 'Folk, World, & Country', 'Stage & Screen']
QWER~['Rock', 'Pop', 'Hip Hop', 'Electronic']
Hades66~[]
Lola Indigo~['Folk, World, & Country', 'Latin', 'Electronic', 'Hip Hop', 'Pop']
Mario~['Folk, World, & Country', 'Latin', 'Funk / Soul', 'Electronic', 'Rock', 'Hip Hop', 'Pop']
Dhrruv Yogi~[]
Nat King Cole~['Stage & Screen', 'Latin', 'Funk / Soul', 'Jazz', 'Pop', 'Blues']
WENDY~['Folk, World, & Country', 'Stage & Screen', 'Latin', 'Reggae', 'Funk / Soul', 'Electronic', 'Jazz', 'Pop', 'Rock']
Mc Th~['Folk, World, & Country', 'Latin', 'Reggae', 'Funk / Soul', 'Electronic', 'Jazz', 'Pop', 'Hip Hop', 'Rock']
Sjava~['Hip Hop', 'Electronic']
ODUMODUBLVCK~['Hip Hop']
David Guetta~['Hip Hop', 'Pop', 'Electronic']
Ferrugem~"[""Children's"", 'Folk, World, & Country', 'Rock', 'Latin']"
Ryan Castro~['Latin']
DJ Seneath~[]
Gustavo Mioto~['Folk, World, & Country', 'Pop', 'Latin', 'Funk / Soul']
Ariana Grande~['Funk / Soul', 'Electronic', 'Hip Hop', 'Pop', 'Non-Music']
Dody6~[]
Emanero~['Hip Hop', 'Latin', 'Reggae']
2woshort~[]
Apache 207~['Hip Hop', 'Pop', 'Funk / Soul', 'Electronic']
KISS OF LIFE~['Pop', 'Funk / Soul', 'Electronic']
Siete7x~['Hip Hop']
Bhavi~['Hip Hop', 'Latin', 'Pop']
Cano~['Folk, World, & Country', 'Electronic', 'Jazz', 'Rock', 'Pop', 'Non-Music']
CHEEV~['Pop']
La K'onga~['Latin']
Carbonne~['Jazz', 'Hip Hop', 'Funk / Soul', 'Electronic']
MC Cebezinho~[]
DJ Guh Mix~[]
Kabelo Sings~[]
Badshah~['Folk, World, & Country', 'Pop', 'Hip Hop', 'Stage & Screen']
Smur Lee~[]
Zeh McGeba~[]
Kelly Clarkson~['Stage & Screen', 'Folk, World, & Country', 'Reggae', 'Funk / Soul', 'Electronic', 'Jazz', 'Rock', 'Pop', 'Classical', 'Blues', 'Brass & Military', 'Non-Music']
Gazo~"['Folk, World, & Country', 'Electronic', ""Children's"", 'Hip Hop', 'Pop']"
FACE~['Folk, World, & Country', 'Funk / Soul', 'Electronic', 'Rock', 'Pop', 'Hip Hop']
Ba Bethe Gashoazen~[]
Jay R~['Folk, World, & Country', 'Funk / Soul', 'Electronic', 'Jazz', 'Pop', 'Hip Hop', 'Blues', 'Non-Music']
BLESS THE GENTLEMAN~[]
Dot Mega~[]
MC LUUKY~[]
De La Rose~['Folk, World, & Country', 'Latin', 'Jazz', 'Classical', 'Pop', 'Blues']
Epic DJ~['Hip Hop', 'Latin', 'Electronic']
FOLA~['Folk, World, & Country', 'Latin', 'Electronic', 'Jazz', 'Rock', 'Pop']
Bad Gyal~['Latin', 'Reggae', 'Electronic', 'Pop', 'Hip Hop']
Eltee~[]
Tanishk Bagchi~['Folk, World, & Country', 'Pop', 'Stage & Screen']
FRIENDLY THUG 52 NGG~[]
Q' Lokura~[]
Yan Block~[]
Malandro~['Folk, World, & Country', 'Stage & Screen', 'Latin', 'Reggae', 'Electronic', 'Jazz']
G. V. Prakash~['Folk, World, & Country', 'Stage & Screen']
Sexyy Red~['Hip Hop']
Mc Laranjinha~[]
Rauhan Malik~[]
GringoBeats808~[]
THE BOX~['Rock', 'Jazz', 'Pop', 'Electronic']
Pritam~['Folk, World, & Country', 'Stage & Screen', 'Electronic', 'Rock', 'Pop', 'Classical', 'Jazz', 'Blues', 'Non-Music']
Sachet Tandon~['Folk, World, & Country', 'Pop', 'Stage & Screen']
Los Sufridos~[]
Brenno & Matheus~[]
Dr. Yaro~[]
Wham!~['Funk / Soul', 'Electronic', 'Jazz', 'Rock', 'Pop']
Atif Aslam~['Rock', 'Pop', 'Folk, World, & Country', 'Stage & Screen']
Luck Ra~['Hip Hop']
Milo j~['Stage & Screen', 'Latin', 'Electronic', 'Hip Hop', 'Non-Music']
Kirsty MacColl~['Folk, World, & Country', 'Latin', 'Electronic', 'Rock', 'Pop', 'Jazz']
KHEA~['Latin', 'Electronic', 'Rock', 'Pop', 'Hip Hop']
Vigro Deep~[]
MC Jvila~[]
анастимоза~[]
DAESUNG~[]
Blaq Major~[]
Kacey Musgraves~['Folk, World, & Country', 'Stage & Screen', 'Electronic', 'Rock', 'Pop']
Murilo Huff~[]
Mduduzi Ncube~[]
Alisha Chinai~['Folk, World, & Country', 'Stage & Screen', 'Funk / Soul', 'Electronic', 'Rock', 'Pop']
Cynthia Erivo~['Pop', 'Stage & Screen', 'Funk / Soul']
Domiy~[]
The Fontane Sisters~['Rock', 'Jazz', 'Pop', 'Folk, World, & Country']
Wallie the Sensei~[]
John Lennon~['Stage & Screen', 'Folk, World, & Country', 'Rock', 'Pop', 'Non-Music']
Oscar Maydon~['Latin']
Los Turros~[]
Maluma~['Pop', 'Hip Hop', 'Latin', 'Electronic']
Mthandeni SK~[]
Angèle~['Pop', 'Hip Hop', 'Funk / Soul', 'Electronic']
AMK~['Rock', 'Non-Music', 'Hip Hop', 'Electronic']
Noah Kahan~['Rock', 'Pop', 'Folk, World, & Country', 'Electronic']
Los Ángeles Azules~"['Folk, World, & Country', 'Latin', 'Electronic', ""Children's"", 'Rock', 'Pop']"
Dei V~['Hip Hop', 'Latin']
Hozier~['Folk, World, & Country', 'Stage & Screen', 'Funk / Soul', 'Rock', 'Pop', 'Blues']
j mena~['Pop']
OG Keemo~['Hip Hop']
