artist_id~artist_name~artist_followers~artist_genres~artist_popularity
1DxLCyH42yaHKGK3cl5bvG~Maria Becerra~7234698~['pop argentino', 'urbano latino']~82
34PYzJSu4DHKEyhdBfsn0E~TORRRES~9923~light music~62
58UBmhZzNl22EI94dh9Gx0~OSTY~15373~['Non-Music', 'Pop', 'Electronic']~52
7iK8PXO48WeuP03g8YR51W~Myke Towers~17347444~['reggaeton', 'trap latino', 'urbano latino']~90
1QvyquqkuuwUzdszyoKIy4~Haricharan~3427291~['filmi']~73
1GxkXlMwML1oSg5eLPiAz3~Michael Bublé~6474353~['adult standards', 'canadian pop', 'jazz pop', 'lounge']~83
6HaGTQPmzraVmaVxvz6EUc~Jung Kook~16516524~['k-pop']~87
6l5IEx62Nsc2k1QyfaWvEz~Wellboy~266442~['ukrainian pop']~53
6aoGgTKGqtsjj48ymcNs4Z~MC Tuto~1045454~['funk consciente']~83
6sW5k31iA8sTy0i2goUKF9~Oldilla~336447~['funk consciente']~71
72y6W9pGy97xTM44dwy3F6~BILLA JOE~68575~pop argentino~63
4sj6D0zlMOl25nprDJBiU9~Andy Williams~551964~['adult standards', 'easy listening']~73
5IREutgMnyQqRcc8r15gWk~CountryBeat~59943~kindermusik~68
3MdXrJWsbVzdn6fe5JYkSQ~Latto~1828857~['trap queen']~80
2YZyLoL8N0Wb9xBt1NhZWg~Kendrick Lamar~34539703~['conscious hip hop', 'hip hop', 'rap', 'west coast rap']~94
59jlthNnbmim5l9tmNA7se~Maiara & Maraisa~13955452~['sertanejo', 'sertanejo pop', 'sertanejo universitario']~80
4ZDoy7AWNgQVmX7T0u0B1j~No Te Va Gustar~2386080~['latin alternative', 'reggae uruguayo', 'rock en espanol', 'rock uruguayo']~70
790FomKkXshlbRYZFtlgla~KAROL G~52293179~['reggaeton', 'reggaeton colombiano', 'urbano latino']~91
22dFwJoRBV51ue5TGnC7Dt~Beny Jr~1514689~['drill espanol', 'urbano espanol']~77
1q2nUylEqrRJkiDkXa39Mw~YoungThreat~10942~['westcoast flow']~64
2nZdsl4XZtlLoZm4B4F7eh~Renzo ED~8466~filter house~53
67FB4n52MgexGQIG8s0yUH~Lola Young~326615~['uk pop']~76
3ozYqVCLohfpXIhalkhM8D~Aditya Rikhari~516023~['desi pop']~69
6ltzsmQQbmdoHHbLZ4ZN25~Lord Huron~1783343~['indie folk', 'stomp and holler']~78
6wbEgVlGqWb4I9tbMluu5Q~MONATIK~738424~['russian pop', 'ukrainian pop']~51
6NTzEgUmN1PIBIYEHhf1kS~Okean Elzy~1004011~['classic russian rock', 'ukrainian indie', 'ukrainian pop', 'ukrainian rock']~58
7rBed6Ya7Hwa2fXbh5btJE~LACAZETTE~185513~funk bh~73
3zaDigUwjHvjOkSn0NDf9x~Bnxn~1951667~['afrobeats', 'nigerian pop']~73
6k6TIai4KyKG1DeIMftSmJ~Siddharth - Garima~26269~['modern bollywood']~66
1fUSLFr4WUBx7joEcGwpvG~Sorriso Maroto~3213579~['pagode', 'pagode novo', 'sertanejo universitario']~78
4zCH9qm4R2DADamUHMCa6O~Anirudh Ravichander~34402619~['desi hip hop', 'filmi', 'tamil hip hop']~86
699OTQXzgjhIYAHMy9RyPD~Playboi Carti~12328949~['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']~90
